country,city,name,img,building_page-href,date_start,date_end,floors,tags,description
Thailand,Bangkok,The Bangkok Sathorn,http://skyscraperpage.com/diagrams/images/87539.gif,http://skyscraperpage.com/cities/?buildingID=15455,2014,null,55,Building Uses - residential - parking garage - restaurant - retail; Structural Types - highrise; Architectural Style - modern,
Thailand,Bangkok,United Center,http://skyscraperpage.com/diagrams/images/1791.gif,http://skyscraperpage.com/cities/?buildingID=1793,null,1995,55,Building Uses - office - parking garage; Structural Types - highrise; Architectural Style - modern,"Description
Architect: Casa Co.

"
Thailand,Bangkok,Waldorf Astoria + Magnolias Ratchaprasong,http://skyscraperpage.com/diagrams/images/78724.gif,http://skyscraperpage.com/cities/?buildingID=96297,2012,2016,57,Building Uses - mixed use - hotel - office - parking garage - residential - restaurant - retail; Structural Types - highrise; Architectural Style - futurism,
Thailand,Bangkok,ASHTON Asoke,http://skyscraperpage.com/diagrams/images/87585.gif,http://skyscraperpage.com/cities/?buildingID=104270,2015,null,57,Building Uses - residential - parking garage - retail; Structural Types - highrise; Architectural Style - modern,
Thailand,Bangkok,ASHTON Chula-Silom,http://skyscraperpage.com/diagrams/images/87605.gif,http://skyscraperpage.com/cities/?buildingID=112651,2015,null,57,Building Uses - residential; Structural Types - highrise,
Thailand,Bangkok,Canapaya Residences,http://skyscraperpage.com/diagrams/images/79099.gif,http://skyscraperpage.com/cities/?buildingID=105005,2014,null,57,Building Uses - residential; Structural Types - highrise,"Description
• Architect: Palmer & Tunner

"
Thailand,Bangkok,The Pano,http://skyscraperpage.com/diagrams/images/45150.gif,http://skyscraperpage.com/cities/?buildingID=43083,2005,2010,57,Building Uses - residential - garden - parking garage - fitness center; Structural Types - highrise; Architectural Style - modern,
Thailand,Bangkok,Centara Grand Hotel,http://skyscraperpage.com/diagrams/images/57505.gif,http://skyscraperpage.com/cities/?buildingID=29022,2004,2008,57,Building Uses - hotel - parking garage - restaurant - retail - fitness center; Structural Types - highrise; Architectural Style - modern; Materials - glass - steel - concrete,"Description
• Architect: Brennan Beer Gorman Architects, Tandem Architects Co. Ltd.

"
Thailand,Bangkok,Menam Residence,http://skyscraperpage.com/diagrams/images/78838.gif,http://skyscraperpage.com/cities/?buildingID=83887,2014,null,59,Building Uses - residential - parking garage - retail; Structural Types - highrise; Architectural Style - modern,
Thailand,Bangkok,Jewelry Trade Center,http://skyscraperpage.com/diagrams/images/24266.gif,http://skyscraperpage.com/cities/?buildingID=208,null,1996,59,Building Uses - office - garden - parking garage; Structural Types - highrise; Architectural Style - modern; Materials - glass - steel - concrete,
Thailand,Bangkok,Thai Wah Tower II,http://skyscraperpage.com/diagrams/images/34628.gif,http://skyscraperpage.com/cities/?buildingID=2857,null,1996,60,Building Uses - mixed use - hotel - office - parking garage; Structural Types - highrise; Architectural Style - postmodern,"Description
- Architect: Architrave Design & Planning



- A hotel occupies floors 33 through 60.

"
Thailand,Bangkok,Empire Tower,http://skyscraperpage.com/diagrams/images/27157.gif,http://skyscraperpage.com/cities/?buildingID=1356,1995,1999,62,Building Uses - office; Structural Types - highrise; Architectural Style - modern; Materials - glass - steel - concrete,"Description
- Architect: ACT Consultants Co. Ltd.

"
Thailand,Bangkok,State Tower,http://skyscraperpage.com/diagrams/images/24263.gif,http://skyscraperpage.com/cities/?buildingID=3672,null,2001,63,Building Uses - mixed use - hotel - office - parking garage - residential - restaurant - retail - fitness center; Structural Types - highrise; Architectural Style - postmodern; Materials - glass - steel - concrete,"Description
- Architect: Rangsan Architecture Co., Ltd.



- Contains the world's highest outdoor restaurant and is the largest building in Southeast Asia.

"
